word,pos,definition
LABOR,v. t.,To belabor; to beat.
LABRA,pl. ,of Labrum
LABRI,pl. ,of Labrus
LACED,imp. & p. p.,of Lace
LACED,a.,"Fastened with a lace or laces; decorated with narrow strips or braid. See Lace, v. t."
LACED,v. t.,Decorated with the fabric lace.
LACHE,n.,Neglect; negligence; remissness; neglect to do a thing at the proper time; delay to assert a claim.
LADDE,obs. imp.,"of Lead, to guide."
LADED,imp.,of Lade
LADED,p. p.,of Lade
LADED,,of Lade
LADEN,p. & a.,"Loaded; freighted; burdened; as, a laden vessel; a laden heart."
LADIN,n.,A Romansch dialect spoken in some parts of Switzerland and the Tyrol.
LADLE,v. t.,"A cuplike spoon, often of large size, with a long handle, used in lading or dipping."
LADLE,v. t.,A vessel to carry liquid metal from the furnace to the mold.
LADLE,v. t.,The float of a mill wheel; -- called also ladle board.
LADLE,v. t.,An instrument for drawing the charge of a cannon.
LADLE,v. t.,"A ring, with a handle or handles fitted to it, for carrying shot."
LADLE,v. t.,"To take up and convey in a ladle; to dip with, or as with, a ladle; as, to ladle out soup; to ladle oatmeal into a kettle."
LAFTE,,imp. of Leave.
LAGAN,n. & v.,See Ligan.
LAGER,n.,Lager beer.
LAGLY,adv.,Laggingly.
LAIRD,n.,"A lord; a landholder, esp. one who holds land directly of the crown."
LAISM,n.,See Lamaism.
LAITY,a.,"The people, as distinguished from the clergy; the body of the people not in orders."
LAITY,a.,The state of a layman.
LAITY,a.,"Those who are not of a certain profession, as law or medicine, in distinction from those belonging to it."
LAKAO,n.,Sap green.
LAKIN,n.,See Ladykin.
LAKKE,n. & v.,See Lack.
LAMED,imp. & p. p.,of Lame
LAMEL,n.,See Lamella.
LAMES,n. pl.,Small steel plates combined together so as to slide one upon the other and form a piece of armor.
LAMIA,n.,"A monster capable of assuming a woman's form, who was said to devour human beings or suck their blood; a vampire; a sorceress; a witch."
LANCE,n.,"A weapon of war, consisting of a long shaft or handle and a steel blade or head; a spear carried by horsemen, and often decorated with a small flag; also, a spear or harpoon used by whalers and fishermen."
LANCE,n.,A soldier armed with a lance; a lancer.
LANCE,n.,A small iron rod which suspends the core of the mold in casting a shell.
LANCE,n.,An instrument which conveys the charge of a piece of ordnance and forces it home.
LANCE,n.,"One of the small paper cases filled with combustible composition, which mark the outlines of a figure."
LANCE,v. t.,"To pierce with a lance, or with any similar weapon."
LANCE,v. t.,"To open with a lancet; to pierce; as, to lance a vein or an abscess."
LANCE,v. t.,To throw in the manner of a lance. See Lanch.
LANCH,v. t.,"To throw, as a lance; to let fly; to launch."
LANKY,a.,Somewhat lank.
LAPEL,n.,"That part of a garment which is turned back; specifically, the lap, or fold, of the front of a coat in continuation of collar."
LAPIS,n.,A stone.
LAPPS,n. pl.,"A branch of the Mongolian race, now living in the northern parts of Norway, Sweden, and the adjacent parts of Russia."
LAPSE,n.,"A gliding, slipping, or gradual falling; an unobserved or imperceptible progress or passing away,; -- restricted usually to immaterial things, or to figurative uses."
LAPSE,n.,A slip; an error; a fault; a failing in duty; a slight deviation from truth or rectitude.
LAPSE,n.,"The termination of a right or privilege through neglect to exercise it within the limited time, or through failure of some contingency; hence, the devolution of a right or privilege."
LAPSE,n.,A fall or apostasy.
LAPSE,v. i.,"To pass slowly and smoothly downward, backward, or away; to slip downward, backward, or away; to glide; -- mostly restricted to figurative uses."
LAPSE,v. i.,To slide or slip in moral conduct; to fail in duty; to fall from virtue; to deviate from rectitude; to commit a fault by inadvertence or mistake.
LAPSE,v. i.,"To fall or pass from one proprietor to another, or from the original destination, by the omission, negligence, or failure of some one, as a patron, a legatee, etc."
LAPSE,v. i.,To become ineffectual or void; to fall.
LAPSE,v. t.,To let slip; to permit to devolve on another; to allow to pass.
LAPSE,v. t.,"To surprise in a fault or error; hence, to surprise or catch, as an offender."
LARES,pl. ,of Lar
LARCH,n.,"A genus of coniferous trees, having deciduous leaves, in fascicles (see Illust. of Fascicle)."
LARDY,a.,"Containing, or resembling, lard; of the character or consistency of lard."
LARES,n. pl.,See 1st Lar.
LARGE,superl.,"Exceeding most other things of like kind in bulk, capacity, quantity, superficial dimensions, or number of constituent units; big; great; capacious; extensive; -- opposed to small; as, a large horse; a large house or room; a large lake or pool; a large jug or spoon; a large vineyard; a large army; a large city."
LARGE,superl.,"Abundant; ample; as, a large supply of provisions."
LARGE,superl.,Full in statement; diffuse; full; profuse.
LARGE,superl.,Having more than usual power or capacity; having broad sympathies and generous impulses; comprehensive; -- said of the mind and heart.
LARGE,superl.,Free; unembarrassed.
LARGE,superl.,Unrestrained by decorum; -- said of language.
LARGE,superl.,Prodigal in expending; lavish.
LARGE,superl.,"Crossing the line of a ship's course in a favorable direction; -- said of the wind when it is abeam, or between the beam and the quarter."
LARGE,adv.,Freely; licentiously.
LARGE,n.,"A musical note, formerly in use, equal to two longs, four breves, or eight semibreves."
LARGO,a. & adv.,"Slow or slowly; -- more so than adagio; next in slowness to grave, which is also weighty and solemn."
LARGO,n.,A movement or piece in largo time.
LARRY,n.,"Same as Lorry, or Lorrie."
LARUM,n.,"See Alarum, and Alarm."
LARVA,n.,"Any young insect from the time that it hatches from the egg until it becomes a pupa, or chrysalis. During this time it usually molts several times, and may change its form or color each time. The larvae of many insects are much like the adults in form and habits, but have no trace of wings, the rudimentary wings appearing only in the pupa stage. In other groups of insects the larvae are totally unlike the parents in structure and habits, and are called caterpillars, grubs, maggots, etc."
LARVA,n.,"The early, immature form of any animal when more or less of a metamorphosis takes place, before the assumption of the mature shape."
LARVE,n.,A larva.
LASSE,a. & adv.,Less.
LASSO,n.,"A rope or long thong of leather with, a running noose, used for catching horses, cattle, etc."
LASSO,v. t.,To catch with a lasso.
LASTE,obs. imp.,"of Last, to endure."
LATCH,v. t.,To smear; to anoint.
LATCH,n.,That which fastens or holds; a lace; a snare.
LATCH,n.,"A movable piece which holds anything in place by entering a notch or cavity; specifically, the catch which holds a door or gate when closed, though it be not bolted."
LATCH,n.,A latching.
LATCH,n.,A crossbow.
LATCH,n.,To catch so as to hold.
LATCH,n.,To catch or fasten by means of a latch.
LATED,a.,Belated; too late.
LATER,n.,A brick or tile.
LATER,a.,"Compar. of Late, a. & adv."
LATES,n.,"A genus of large percoid fishes, of which one species (Lates Niloticus) inhabits the Nile, and another (L. calcarifer) is found in the Ganges and other Indian rivers. They are valued as food fishes."
LATEX,n.,"A milky or colored juice in certain plants in cavities (called latex cells or latex tubes). It contains the peculiar principles of the plants, whether aromatic, bitter, or acid, and in many instances yields caoutchouc upon coagulation."
LATHS,pl. ,of Lath
LATHE,n.,"Formerly, a part or division of a county among the Anglo-Saxons. At present it consists of four or five hundreds, and is confined to the county of Kent."
LATHE,n.,A granary; a barn.
LATHE,n.,"A machine for turning, that is, for shaping articles of wood, metal, or other material, by causing them to revolve while acted upon by a cutting tool."
LATHE,n.,"The movable swing frame of a loom, carrying the reed for separating the warp threads and beating up the weft; -- called also lay and batten."
LATHY,a.,Like a lath; long and slender.
LATIN,a.,"Of or pertaining to Latium, or to the Latins, a people of Latium; Roman; as, the Latin language."
LATIN,a.,"Of, pertaining to, or composed in, the language used by the Romans or Latins; as, a Latin grammar; a Latin composition or idiom."
LATIN,n.,A native or inhabitant of Latium; a Roman.
LATIN,n.,The language of the ancient Romans.
LATIN,n.,"An exercise in schools, consisting in turning English into Latin."
LATIN,n.,A member of the Roman Catholic Church.
LATIN,v. t.,To write or speak in Latin; to turn or render into Latin.
LATON,n.,Alt. of Latoun
LAUGH,v. i.,"To show mirth, satisfaction, or derision, by peculiar movement of the muscles of the face, particularly of the mouth, causing a lighting up of the face and eyes, and usually accompanied by the emission of explosive or chuckling sounds from the chest and throat; to indulge in laughter."
LAUGH,v. i.,"Fig.: To be or appear gay, cheerful, pleasant, mirthful, lively, or brilliant; to sparkle; to sport."
LAUGH,v. t.,To affect or influence by means of laughter or ridicule.
LAUGH,v. t.,"To express by, or utter with, laughter; -- with out."
LAUGH,n.,"An expression of mirth peculiar to the human species; the sound heard in laughing; laughter. See Laugh, v. i."
LAUND,n.,A plain sprinkled with trees or underbrush; a glade.
LAURA,n.,A number of hermitages or cells in the same neighborhood occupied by anchorites who were under the same superior.
LAVED,imp. & p. p.,of Lave
LAVER,n.,A vessel for washing; a large basin.
LAVER,n.,A large brazen vessel placed in the court of the Jewish tabernacle where the officiating priests washed their hands and feet.
LAVER,n.,One of several vessels in Solomon's Temple in which the offerings for burnt sacrifices were washed.
LAVER,n.,That which washes or cleanses.
LAVER,n.,One who laves; a washer.
LAVER,n.,"The fronds of certain marine algae used as food, and for making a sauce called laver sauce. Green laver is the Ulva latissima; purple laver, Porphyra laciniata and P. vulgaris. It is prepared by stewing, either alone or with other vegetables, and with various condiments; -- called also sloke, or sloakan."
LAVIC,a.,See Lavatic.
LAWER,n.,A lawyer.
LAWND,n.,See Laund.
LAWNY,a.,Having a lawn; characterized by a lawn or by lawns; like a lawn.
LAWNY,a.,Made of lawn or fine linen.
LAXLY,adv.,In a lax manner.
LAYER,n.,"One who, or that which, lays."
LAYER,n.,"That which is laid; a stratum; a bed; one thickness, course, or fold laid over another; as, a layer of clay or of sand in the earth; a layer of bricks, or of plaster; the layers of an onion."
LAYER,n.,"A shoot or twig of a plant, not detached from the stock, laid under ground for growth or propagation."
LAYER,n.,An artificial oyster bed.
LAZAR,n.,A person infected with a filthy or pestilential disease; a leper.
LAZED,imp. & p. p.,of Laze
LEACH,n.,See 3d Leech.
LEACH,n.,"A quantity of wood ashes, through which water passes, and thus imbibes the alkali."
LEACH,n.,"A tub or vat for leaching ashes, bark, etc."
LEACH,v. t.,"To remove the soluble constituents from by subjecting to the action of percolating water or other liquid; as, to leach ashes or coffee."
LEACH,v. t.,"To dissolve out; -- often used with out; as, to leach out alkali from ashes."
LEACH,v. i.,To part with soluble constituents by percolation.
LEACH,n.,"See Leech, a physician."
LEADY,a.,Resembling lead.
LEAFY,superl,"Full of leaves; abounding in leaves; as, the leafy forest."
LEAFY,superl,Consisting of leaves.
LEAKY,superl.,"Permitting water or other fluid to leak in or out; as, a leaky roof or cask."
LEAKY,superl.,Apt to disclose secrets; tattling; not close.
LEANT,,of Lean
LEANY,a.,Lean.
LEAPT,,of Leap
LEARN,v. t.,"To gain knowledge or information of; to ascertain by inquiry, study, or investigation; to receive instruction concerning; to fix in the mind; to acquire understanding of, or skill; as, to learn the way; to learn a lesson; to learn dancing; to learn to skate; to learn the violin; to learn the truth about something."
LEARN,v. t.,To communicate knowledge to; to teach.
LEARN,v. i.,"To acquire knowledge or skill; to make progress in acquiring knowledge or skill; to receive information or instruction; as, this child learns quickly."
LEASE,v. i.,To gather what harvesters have left behind; to glean.
LEASE,v. t.,"To grant to another by lease the possession of, as of lands, tenements, and hereditaments; to let; to demise; as, a landowner leases a farm to a tenant; -- sometimes with out."
LEASE,v. t.,"To hold under a lease; to take lease of; as, a tenant leases his land from the owner."
LEASE,v. t.,"A demise or letting of lands, tenements, or hereditaments to another for life, for a term of years, or at will, or for any less interest than that which the lessor has in the property, usually for a specified rent or compensation."
